id,callerID,agentID,complaintTopic,assignedTo,status,resolutionDurationInHours
300,CALLER_300,144,Product damaged during shipping,164.0,pending,pending
301,CALLER_301,175,Billing discrepancy,147.0,pending,pending
302,CALLER_302,163,Rude customer service representative,137.0,new,pending
303,CALLER_303,180,Website not working,180.0,resolved,pending
304,CALLER_304,168,Wrong item received,168.0,resolved,pending
305,CALLER_305,181,Wrong item received,149.0,resolved,pending
306,CALLER_306,171,Unresolved issue,171.0,CLOSED,40.0
307,CALLER_307,137,Shipping delay,137.0,pending,pending
308,CALLER_308,149,Unresolved issue,149.0,closed,25.0
309,CALLER_309,165,Billing discrepancy,176.0,pending,pending
310,CALLER_310,152,Difficulty cancelling subscription,141.0,pEnding,pending
311,CALLER_311,145,Unresolved issue,126.0,new,pending
312,CALLER_312,140,Unauthorized charges,157.0,resolved,pending
313,CALLER_313,170,Inaccurate information provided,170.0,closed,22.0
314,CALLER_314,181,Website not working,172.0,pending,pending
315,CALLER_315,140,Incorrect order,176.0,CLOSED,42.0
316,CALLER_316,121,Inaccurate information provided,127.0,closed,32.0
317,CALLER_317,169,Incorrect order,181.0,CLOSED,27.0
318,CALLER_318,176,Poor communication,166.0,closed,42.0
319,CALLER_319,167,Website not working,167.0,new,pending
320,CALLER_320,139,Refund not processed,163.0,pending,pending
321,CALLER_321,135,Package never arrived,164.0,closed,43.0
322,CALLER_322,125,Difficulty getting a refund,125.0,CLOSED,3.0
323,CALLER_323,132,Unhelpful support,132.0,CLOSED,3.0
324,CALLER_324,156,Package delivered to wrong address,157.0,closed,37.0
325,CALLER_325,181,Poor quality product,181.0,closed,11.0
326,CALLER_326,134,Unprofessional behavior,167.0,pending,pending
327,CALLER_327,172,Inadequate product instructions,148.0,pending,pending
328,CALLER_328,122,Incorrect charges,125.0,closed,9.0
329,CALLER_329,130,Lost package,130.0,pending,pending
330,CALLER_330,131,Product damaged during shipping,163.0,pEnding,pending
331,CALLER_331,128,Product not delivered,178.0,new,pending
332,CALLER_332,180,Product not delivered,160.0,new,pending
333,CALLER_333,156,Website not working,175.0,pEnding,pending
334,CALLER_334,173,Website not working,173.0,CLOSED,20.0
335,CALLER_335,178,Wrong item received,178.0,resolved,pending
336,CALLER_336,128,Unhelpful support,168.0,closed,35.0
337,CALLER_337,164,Misplaced order,171.0,resolved,pending
338,CALLER_338,164,Wrong item received,164.0,pEnding,pending
339,CALLER_339,142,Package never arrived,181.0,pEnding,pending
340,CALLER_340,181,Refund not processed,137.0,pending,pending
341,CALLER_341,124,Unsatisfactory resolution,160.0,CLOSED,38.0
342,CALLER_342,135,Lack of follow-up,135.0,closed,41.0
343,CALLER_343,179,Website not working,126.0,resolved,pending
344,CALLER_344,180,Shipping delay,153.0,new,pending
345,CALLER_345,175,Billing discrepancy,175.0,new,pending
346,CALLER_346,136,Poor communication,157.0,closed,5.0
347,CALLER_347,129,Shipping delay,129.0,CLOSED,47.0
348,CALLER_348,153,Poor quality product,124.0,new,pending
349,CALLER_349,148,Unauthorized charges,152.0,closed,45.0
350,CALLER_350,167,Long wait time,181.0,closed,10.0
351,CALLER_351,141,Inadequate product instructions,149.0,resolved,pending
352,CALLER_352,154,Inaccurate information provided,160.0,pending,pending
353,CALLER_353,169,Wrong item received,158.0,CLOSED,12.0
354,CALLER_354,151,Difficulty getting a refund,144.0,resolved,pending
355,CALLER_355,158,Product damaged during shipping,125.0,pending,pending
356,CALLER_356,124,Refund not processed,124.0,closed,25.0
357,CALLER_357,124,Lack of follow-up,136.0,pEnding,pending
358,CALLER_358,172,Slow response time,172.0,pending,pending
359,CALLER_359,176,Refund not processed,176.0,new,pending
360,CALLER_360,163,Poor communication,163.0,pending,pending
361,CALLER_361,148,Slow response time,173.0,closed,37.0
362,CALLER_362,127,Poor communication,177.0,pEnding,pending
363,CALLER_363,155,Package delivered to wrong address,181.0,new,pending
364,CALLER_364,153,Misplaced order,153.0,CLOSED,9.0
365,CALLER_365,148,Lack of follow-up,148.0,CLOSED,18.0
366,CALLER_366,174,Product not as described,181.0,resolved,pending
367,CALLER_367,176,Lost package,176.0,resolved,pending
368,CALLER_368,124,Package never arrived,124.0,closed,35.0
369,CALLER_369,164,Misplaced order,164.0,closed,24.0
370,CALLER_370,173,Lack of follow-up,164.0,CLOSED,15.0
371,CALLER_371,142,Long wait time,167.0,resolved,pending
372,CALLER_372,169,Package never arrived,169.0,pending,pending
373,CALLER_373,176,Product not delivered,132.0,CLOSED,42.0
374,CALLER_374,160,Misplaced order,160.0,resolved,pending
375,CALLER_375,145,Product not delivered,151.0,resolved,pending
376,CALLER_376,143,Lack of follow-up,143.0,closed,24.0
377,CALLER_377,178,Incorrect order,178.0,new,pending
378,CALLER_378,158,Difficulty getting a refund,137.0,pEnding,pending
379,CALLER_379,142,Incorrect order,145.0,pending,pending
380,CALLER_380,146,Package delivered to wrong address,174.0,resolved,pending
381,CALLER_381,173,Difficulty getting a refund,152.0,CLOSED,5.0
382,CALLER_382,178,Package never arrived,131.0,pEnding,pending
383,CALLER_383,165,Inaccurate information provided,165.0,resolved,pending
384,CALLER_384,132,Poor communication,132.0,CLOSED,12.0
385,CALLER_385,151,Long wait time,171.0,pEnding,pending
386,CALLER_386,127,Slow response time,150.0,CLOSED,13.0
387,CALLER_387,142,Long wait time,126.0,resolved,pending
388,CALLER_388,143,Difficulty getting a refund,143.0,resolved,pending
389,CALLER_389,175,Difficulty reaching customer support,130.0,pending,pending
390,CALLER_390,123,Poor communication,169.0,resolved,pending
391,CALLER_391,167,Refund not processed,152.0,closed,22.0
392,CALLER_392,166,Incorrect charges,159.0,resolved,pending
393,CALLER_393,152,Poor communication,172.0,pEnding,pending
394,CALLER_394,151,Package delivered to wrong address,151.0,pending,pending
395,CALLER_395,144,Unsatisfactory resolution,126.0,new,pending
396,CALLER_396,149,Poor communication,156.0,closed,22.0
397,CALLER_397,125,Lost package,175.0,new,pending
398,CALLER_398,136,Slow response time,155.0,pEnding,pending
399,CALLER_399,136,Lack of follow-up,130.0,closed,39.0
400,CALLER_400,152,Shipping delay,152.0,pending,pending
401,CALLER_401,132,Package delivered to wrong address,177.0,resolved,pending
402,CALLER_402,132,Rude customer service representative,179.0,pending,pending
403,CALLER_403,150,Product damaged during shipping,176.0,resolved,pending
404,CALLER_404,124,Package delivered to wrong address,127.0,resolved,pending
405,CALLER_405,176,Refund not processed,157.0,CLOSED,31.0
406,CALLER_406,161,Difficulty reaching customer support,129.0,pending,pending
407,CALLER_407,158,Unresolved issue,158.0,pEnding,pending
408,CALLER_408,177,Poor quality product,143.0,CLOSED,47.0
409,CALLER_409,179,Poor quality product,140.0,resolved,pending
410,CALLER_410,167,Difficulty getting a refund,167.0,pEnding,pending
411,CALLER_411,168,Difficulty getting a refund,138.0,pEnding,pending
412,CALLER_412,176,Poor quality product,145.0,pending,pending
413,CALLER_413,122,Lost package,143.0,pEnding,pending
414,CALLER_414,175,Package never arrived,149.0,closed,30.0
415,CALLER_415,122,Unsatisfactory resolution,130.0,pending,pending
416,CALLER_416,152,Wrong item received,158.0,resolved,pending
417,CALLER_417,161,Package never arrived,156.0,pEnding,pending
418,CALLER_418,160,Poor communication,156.0,pending,pending
419,CALLER_419,144,Inaccurate information provided,178.0,closed,32.0
420,CALLER_420,172,Shipping delay,140.0,resolved,pending
421,CALLER_421,137,Website not working,148.0,resolved,pending
422,CALLER_422,160,Refund not processed,160.0,resolved,pending
423,CALLER_423,122,Inaccurate information provided,133.0,closed,4.0
424,CALLER_424,167,Unhelpful support,158.0,pEnding,pending
425,CALLER_425,150,Incorrect order,138.0,pEnding,pending
426,CALLER_426,157,Poor communication,157.0,resolved,pending
427,CALLER_427,164,Refund not processed,165.0,pEnding,pending
428,CALLER_428,175,Package delivered to wrong address,140.0,pending,pending
429,CALLER_429,153,Poor communication,131.0,resolved,pending
430,CALLER_430,177,Wrong item received,177.0,CLOSED,20.0
431,CALLER_431,167,Product not as described,180.0,pEnding,pending
432,CALLER_432,140,Unhelpful support,166.0,pending,pending
433,CALLER_433,137,Product not as described,137.0,pending,pending
434,CALLER_434,181,Website not working,181.0,pEnding,pending
435,CALLER_435,180,Difficulty getting a refund,180.0,pEnding,pending
436,CALLER_436,125,Inaccurate information provided,125.0,pEnding,pending
437,CALLER_437,159,Product damaged during shipping,150.0,closed,48.0
438,CALLER_438,132,Unauthorized charges,132.0,pEnding,pending
439,CALLER_439,143,Wrong item received,125.0,resolved,pending
440,CALLER_440,153,Incorrect charges,153.0,pending,pending
441,CALLER_441,165,Unsatisfactory resolution,146.0,pending,pending
442,CALLER_442,158,Lost package,158.0,closed,45.0
443,CALLER_443,162,Slow response time,162.0,pEnding,pending
444,CALLER_444,154,Unhelpful support,169.0,CLOSED,36.0
445,CALLER_445,157,Billing discrepancy,157.0,pending,pending
446,CALLER_446,153,Product damaged during shipping,151.0,pEnding,pending
447,CALLER_447,128,Wrong item received,173.0,CLOSED,16.0
448,CALLER_448,129,Billing discrepancy,129.0,new,pending
449,CALLER_449,174,Unprofessional behavior,157.0,closed,10.0
450,CALLER_450,170,Billing discrepancy,130.0,new,pending
451,CALLER_451,151,Difficulty getting a refund,137.0,new,pending
452,CALLER_452,174,Long wait time,133.0,pending,pending
453,CALLER_453,172,Lack of follow-up,172.0,closed,19.0
454,CALLER_454,145,Unauthorized charges,141.0,resolved,pending
455,CALLER_455,155,Billing discrepancy,147.0,resolved,pending
456,CALLER_456,145,Inaccurate information provided,145.0,pEnding,pending
457,CALLER_457,148,Website not working,123.0,resolved,pending
458,CALLER_458,124,Incorrect order,160.0,closed,48.0
459,CALLER_459,175,Difficulty getting a refund,136.0,closed,9.0
460,CALLER_460,177,Difficulty cancelling subscription,122.0,pending,pending
461,CALLER_461,173,Shipping delay,173.0,resolved,pending
462,CALLER_462,166,Difficulty getting a refund,166.0,closed,9.0
463,CALLER_463,143,Poor communication,143.0,pending,pending
464,CALLER_464,131,Unresolved issue,131.0,new,pending
465,CALLER_465,135,Unauthorized charges,181.0,pEnding,pending
466,CALLER_466,149,Website not working,149.0,pending,pending
467,CALLER_467,153,Difficulty getting a refund,134.0,closed,32.0
468,CALLER_468,178,Package never arrived,178.0,new,pending
469,CALLER_469,132,Inaccurate information provided,132.0,pending,pending
470,CALLER_470,164,Billing discrepancy,143.0,CLOSED,15.0
471,CALLER_471,172,Difficulty cancelling subscription,172.0,CLOSED,34.0
472,CALLER_472,180,Unsatisfactory resolution,180.0,new,pending
473,CALLER_473,178,Lost package,178.0,pending,pending
474,CALLER_474,151,Package delivered to wrong address,167.0,resolved,pending
475,CALLER_475,144,Poor communication,144.0,closed,15.0
476,CALLER_476,124,Rude customer service representative,135.0,pending,pending
477,CALLER_477,180,Long wait time,180.0,closed,13.0
478,CALLER_478,125,Difficulty cancelling subscription,123.0,pEnding,pending
479,CALLER_479,156,Difficulty reaching customer support,159.0,resolved,pending
480,CALLER_480,128,Unauthorized charges,145.0,CLOSED,11.0
481,CALLER_481,166,Incorrect charges,166.0,resolved,pending
482,CALLER_482,161,Rude customer service representative,178.0,pending,pending
483,CALLER_483,170,Poor quality product,127.0,new,pending
484,CALLER_484,144,Difficulty reaching customer support,171.0,new,pending
485,CALLER_485,179,Inaccurate information provided,144.0,new,pending
486,CALLER_486,161,Unprofessional behavior,158.0,resolved,pending
487,CALLER_487,132,Difficulty cancelling subscription,151.0,CLOSED,27.0
488,CALLER_488,131,Billing discrepancy,156.0,new,pending
489,CALLER_489,158,Incorrect charges,134.0,pending,pending
490,CALLER_490,152,Unauthorized charges,152.0,pending,pending
491,CALLER_491,132,Difficulty reaching customer support,132.0,resolved,pending
492,CALLER_492,181,Package delivered to wrong address,155.0,new,pending
493,CALLER_493,149,Difficulty getting a refund,149.0,resolved,pending
494,CALLER_494,174,Wrong item received,174.0,new,pending
495,CALLER_495,137,Unauthorized charges,156.0,pending,pending
496,CALLER_496,164,Product not delivered,164.0,resolved,pending
497,CALLER_497,128,Lack of follow-up,128.0,resolved,pending
498,CALLER_498,149,Lack of follow-up,141.0,new,pending
499,CALLER_499,134,Long wait time,134.0,resolved,pending
500,CALLER_500,150,Package delivered to wrong address,156.0,CLOSED,23.0
501,CALLER_501,171,Product not as described,164.0,resolved,pending
502,CALLER_502,177,Lack of follow-up,126.0,resolved,pending
503,CALLER_503,141,Lack of follow-up,123.0,pending,pending
504,CALLER_504,127,Product damaged during shipping,135.0,CLOSED,24.0
505,CALLER_505,173,Billing discrepancy,173.0,closed,34.0
506,CALLER_506,124,Difficulty cancelling subscription,130.0,new,pending
507,CALLER_507,155,Difficulty cancelling subscription,155.0,new,pending
508,CALLER_508,169,Shipping delay,166.0,pending,pending
509,CALLER_509,176,Poor communication,176.0,resolved,pending
510,CALLER_510,170,Shipping delay,144.0,new,pending
511,CALLER_511,144,Website not working,144.0,pending,pending
512,CALLER_512,166,Lost package,166.0,pending,pending
513,CALLER_513,155,Misplaced order,143.0,pEnding,pending
514,CALLER_514,132,Inadequate product instructions,156.0,closed,23.0
515,CALLER_515,178,Incorrect charges,129.0,resolved,pending
516,CALLER_516,162,Slow response time,162.0,closed,39.0
517,CALLER_517,135,Unhelpful support,162.0,closed,4.0
518,CALLER_518,154,Product not as described,180.0,new,pending
519,CALLER_519,150,Long wait time,144.0,closed,35.0
520,CALLER_520,170,Slow response time,178.0,pEnding,pending
521,CALLER_521,158,Package never arrived,158.0,new,pending
522,CALLER_522,133,Incorrect order,133.0,closed,46.0
523,CALLER_523,123,Wrong item received,123.0,closed,20.0
524,CALLER_524,150,Inadequate product instructions,150.0,closed,16.0
525,CALLER_525,137,Lack of follow-up,177.0,closed,19.0
526,CALLER_526,146,Difficulty cancelling subscription,166.0,closed,8.0
527,CALLER_527,180,Inadequate product instructions,123.0,new,pending
528,CALLER_528,150,Inadequate product instructions,125.0,resolved,pending
529,CALLER_529,168,Inadequate product instructions,130.0,pEnding,pending
530,CALLER_530,179,Incorrect charges,179.0,new,pending
531,CALLER_531,165,Lack of follow-up,165.0,closed,44.0
532,CALLER_532,165,Refund not processed,129.0,resolved,pending
533,CALLER_533,144,Shipping delay,172.0,pEnding,pending
534,CALLER_534,176,Product not as described,140.0,resolved,pending
535,CALLER_535,162,Wrong item received,152.0,pEnding,pending
536,CALLER_536,157,Wrong item received,138.0,closed,26.0
537,CALLER_537,124,Lack of follow-up,124.0,pending,pending
538,CALLER_538,140,Incorrect charges,157.0,CLOSED,48.0
539,CALLER_539,181,Website not working,123.0,pEnding,pending
540,CALLER_540,171,Slow response time,171.0,resolved,pending
541,CALLER_541,137,Product damaged during shipping,156.0,pending,pending
542,CALLER_542,153,Wrong item received,123.0,pEnding,pending
543,CALLER_543,153,Incorrect charges,153.0,closed,11.0
544,CALLER_544,169,Unauthorized charges,169.0,closed,39.0
545,CALLER_545,176,Inaccurate information provided,178.0,CLOSED,9.0
546,CALLER_546,125,Difficulty reaching customer support,173.0,pEnding,pending
547,CALLER_547,165,Inaccurate information provided,165.0,pending,pending
548,CALLER_548,124,Unprofessional behavior,124.0,pending,pending
549,CALLER_549,170,Billing discrepancy,133.0,pEnding,pending
550,CALLER_550,177,Long wait time,132.0,pEnding,pending
551,CALLER_551,145,Website not working,171.0,closed,31.0
552,CALLER_552,149,Product not as described,149.0,CLOSED,37.0
553,CALLER_553,171,Unhelpful support,156.0,resolved,pending
554,CALLER_554,147,Website not working,147.0,CLOSED,32.0
555,CALLER_555,124,Incorrect order,172.0,pending,pending
556,CALLER_556,125,Product damaged during shipping,164.0,CLOSED,25.0
557,CALLER_557,142,Unsatisfactory resolution,123.0,new,pending
558,CALLER_558,181,Long wait time,140.0,pEnding,pending
559,CALLER_559,136,Poor communication,136.0,new,pending
560,CALLER_560,174,Poor quality product,135.0,resolved,pending
561,CALLER_561,176,Unauthorized charges,176.0,resolved,pending
562,CALLER_562,141,Product not as described,141.0,new,pending
563,CALLER_563,157,Package delivered to wrong address,157.0,CLOSED,31.0
564,CALLER_564,170,Unresolved issue,126.0,new,pending
565,CALLER_565,172,Incorrect order,152.0,pending,pending
566,CALLER_566,141,Incorrect charges,141.0,closed,19.0
567,CALLER_567,157,Inadequate product instructions,157.0,CLOSED,14.0
568,CALLER_568,154,Lost package,163.0,closed,39.0
569,CALLER_569,178,Package never arrived,178.0,pEnding,pending
570,CALLER_570,131,Difficulty getting a refund,173.0,pending,pending
571,CALLER_571,141,Incorrect charges,167.0,resolved,pending
572,CALLER_572,126,Product not delivered,154.0,CLOSED,23.0
573,CALLER_573,137,Shipping delay,137.0,CLOSED,16.0
574,CALLER_574,147,Lack of follow-up,147.0,closed,33.0
575,CALLER_575,180,Wrong item received,175.0,CLOSED,25.0
576,CALLER_576,153,Long wait time,180.0,closed,42.0
577,CALLER_577,159,Unsatisfactory resolution,159.0,new,pending
578,CALLER_578,172,Lost package,172.0,CLOSED,32.0
579,CALLER_579,166,Wrong item received,177.0,closed,7.0
580,CALLER_580,130,Wrong item received,130.0,pending,pending
581,CALLER_581,131,Product not delivered,168.0,CLOSED,31.0
582,CALLER_582,130,Unsatisfactory resolution,130.0,closed,36.0
583,CALLER_583,147,Unsatisfactory resolution,145.0,new,pending
584,CALLER_584,158,Shipping delay,158.0,pEnding,pending
585,CALLER_585,144,Billing discrepancy,152.0,CLOSED,45.0
586,CALLER_586,154,Incorrect charges,154.0,closed,43.0
587,CALLER_587,139,Unauthorized charges,139.0,pending,pending
588,CALLER_588,164,Inaccurate information provided,147.0,pEnding,pending
589,CALLER_589,142,Lack of follow-up,143.0,new,pending
590,CALLER_590,152,Rude customer service representative,154.0,pending,pending
591,CALLER_591,129,Incorrect charges,181.0,CLOSED,36.0
592,CALLER_592,127,Difficulty reaching customer support,152.0,CLOSED,23.0
593,CALLER_593,171,Inadequate product instructions,144.0,new,pending
594,CALLER_594,121,Package never arrived,158.0,pEnding,pending
595,CALLER_595,180,Difficulty getting a refund,180.0,new,pending
596,CALLER_596,137,Unhelpful support,169.0,new,pending
597,CALLER_597,159,Slow response time,159.0,resolved,pending
598,CALLER_598,148,Shipping delay,150.0,pending,pending
599,CALLER_599,161,Website not working,148.0,pEnding,pending
600,CALLER_600,127,Wrong item received,149.0,resolved,pending
